CaseName	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Always	Discount rate	CB3	CB4	CB5	2050Target	Nuclear	CCS	Renewables Target
caseskp0	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_private	cb3-hit	cb4-hit	cb5-1700	2050-target-abandoned	uc_nonuc	NIL	re_target
casesl1v	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_private	cb3-hit	cb4-hit	cb5-1900	2050-target-abandoned	NIL	NIL	NIL
caseslhi	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_private	cb3-hit	cb4-hit	cb5-2100	2050-target-abandoned	uc_nonuc	NIL	re_target
caseslno	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_private	cb3-hit	cb4-hit	cb5-2200	2050-target-abandoned	NIL	NIL	re_target
casesls0	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_private	cb3-hit	cb4-hit	cb5-2300	2050-target-hit	uc_nonuc	NIL	re_target
casesltu	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_private	cb3-hit	cb4-hit	cb5-2300	2050-target-abandoned	NIL	NIL	re_target
casesm1l	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_private	cb3-hit	cb4-hit	cb5-2400	2050-target-abandoned	NIL	uc_noccs	NIL
casesmg6	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_private	cb3-hit	cb4-hit	cb5-2600	2050-target-abandoned	NIL	NIL	re_target
casesmrb	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_private	cb3-hit	cb4-hit	cb5-2800	2050-target-hit	NIL	NIL	NIL
casesn90	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_private	cb3-hit	cb4-hit	cb5-3000	2050-target-abandoned	NIL	NIL	re_target
casesphy	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1100	2050-target-hit	NIL	NIL	re_target
casesplh	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1100	2050-target-abandoned	NIL	NIL	NIL
casesplj	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1100	2050-target-abandoned	NIL	NIL	NIL
casespz	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_private	cb3-beat	cb4-missed	cb5-1300	2050-target-abandoned	NIL	NIL	NIL
casespzn	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1300	2050-target-abandoned	NIL	NIL	NIL
casesq6f	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1400	2050-target-abandoned	NIL	NIL	NIL
casesq6h	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1400	2050-target-abandoned	NIL	uc_noccs	NIL
casesqef	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1500	2050-target-abandoned	NIL	NIL	NIL
casesqfb	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1500	2050-target-abandoned	uc_nonuc	NIL	NIL
casesqo7	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1600	2050-target-hit	NIL	NIL	NIL
casesqp4	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1600	2050-target-hit	NIL	uc_noccs	re_target
casesr5u	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1800	2050-target-abandoned	NIL	NIL	re_target
casesrb9	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1900	2050-target-hit	uc_nonuc	NIL	NIL
casesreb	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-1900	2050-target-abandoned	NIL	NIL	NIL
casesrh4	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-2000	2050-target-hit	NIL	uc_noccs	re_target
casesrlv	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-2000	2050-target-abandoned	uc_nonuc	NIL	NIL
casesroh	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-2100	2050-target-hit	NIL	NIL	NIL
casess2u	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-2300	2050-target-hit	NIL	NIL	re_target
casess6u	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-2300	2050-target-abandoned	NIL	NIL	re_target
casesscp	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-2400	2050-target-abandoned	NIL	uc_noccs	NIL
casessed	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-2400	2050-target-abandoned	uc_nonuc	NIL	NIL
casessrs	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-2600	2050-target-abandoned	NIL	uc_noccs	re_target
casessz4	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-2700	2050-target-abandoned	NIL	NIL	re_target
casest69	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-2800	2050-target-abandoned	NIL	NIL	NIL
casest6w	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-2800	2050-target-abandoned	uc_nonuc	uc_noccs	re_target
casestd1	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-2900	2050-target-abandoned	NIL	NIL	NIL
casestj9	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-3000	2050-target-abandoned	NIL	NIL	NIL
casestjp	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-missed	cb5-3000	2050-target-abandoned	NIL	NIL	NIL
casesu1	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_private	cb3-beat	cb4-missed	cb5-1400	2050-target-hit	NIL	uc_noccs	NIL
casesw5k	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1200	2050-target-abandoned	uc_nonuc	uc_noccs	re_target
caseswas	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1300	2050-target-abandoned	NIL	NIL	re_target
caseswer	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1400	2050-target-hit	NIL	NIL	NIL
caseswip	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1400	2050-target-abandoned	NIL	NIL	NIL
caseswiw	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1400	2050-target-abandoned	NIL	uc_noccs	re_target
caseswpj	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1500	2050-target-abandoned	NIL	NIL	NIL
caseswtu	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1500	2050-target-hit	NIL	NIL	re_target
caseswwl	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1500	2050-target-abandoned	NIL	NIL	NIL
casesx15	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1600	2050-target-hit	NIL	uc_noccs	NIL
casesx8g	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1700	2050-target-hit	uc_nonuc	NIL	re_target
casesxb9	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1700	2050-target-abandoned	NIL	NIL	NIL
casesxdv	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1800	2050-target-hit	NIL	NIL	NIL
casesxes	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-1800	2050-target-hit	NIL	NIL	re_target
casesxs8	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2000	2050-target-hit	NIL	uc_noccs	re_target
casesxvo	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2000	2050-target-abandoned	NIL	NIL	re_target
casesy11	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2100	2050-target-hit	uc_nonuc	NIL	NIL
casesyb9	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2200	2050-target-abandoned	NIL	NIL	NIL
casesybl	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2200	2050-target-abandoned	uc_nonuc	NIL	NIL
casesydd	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2300	2050-target-hit	NIL	NIL	NIL
casesykl	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2400	2050-target-hit	NIL	NIL	NIL
casesym0	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2400	2050-target-hit	NIL	uc_noccs	re_target
casesz39	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2600	2050-target-abandoned	NIL	NIL	NIL
casesz6b	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2700	2050-target-hit	NIL	NIL	NIL
casesz7m	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2700	2050-target-hit	uc_nonuc	NIL	re_target
caseszae	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2700	2050-target-abandoned	NIL	NIL	re_target
caseszlf	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2900	2050-target-hit	NIL	NIL	NIL
caseszp4	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2900	2050-target-abandoned	NIL	uc_noccs	re_target
caseszp4	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-2900	2050-target-abandoned	NIL	uc_noccs	re_target
caseszv6	base	newagr	newelc	newind	newprc	newres	newrsr	newser	newtra	refscenario	syssettings	uc_base	uc_elc	uc_ind	uc_prc	uc_res	uc_rsr	uc_ser	uc_tra	discount_stern	cb3-beat	cb4-hit	cb5-3000	2050-target-abandoned	NIL	NIL	re_target
